"15/03/20","235","AC6","FUE","LPA","21:40","22:20",
"15/03/20","619","AC6","TFN","SPC","12:00","12:30",
"15/03/20","620","AC6","SPC","TFN","13:00","13:30",
"15/03/20","122","AC6","TFN","LPA","20:30","21:00",
"15/03/20","197","AC6","LPA","TFN","19:30","20:00",
"15/03/20","205","AC6","LPA","FUE","21:30","22:10",
"15/03/20","219","AC6","FUE","LPA","18:05","18:45",
"15/03/20","220","AC6","LPA","FUE","17:00","17:40",
"15/03/20","506","AC6","LPA","ACE","9:30","10:15",
"15/03/20","508","AC6","LPA","ACE","12:00","12:45",
"15/03/20","517","AC6","ACE","LPA","13:10","13:55",
"15/03/20","518","AC6","LPA","ACE","14:30","15:15",
"15/03/20","519","AC6","ACE","LPA","15:45","16:30",
"15/03/20","591","AC6","ACE","LPA","10:45","11:30",
"15/03/20","165","AC6","LPA","TFN","17:30","18:00",
"15/03/20","168","AC6","TFN","LPA","16:30","17:00",
"15/03/20","432","AC6","TFN","FUE","18:30","19:20",
"15/03/20","433","AC6","FUE","TFN","19:50","20:40",
"15/03/20","6671","AC6","TFN","VDE","14:10","14:50",
"15/03/20","6681","AC6","VDE","TFN","15:20","16:00",
"15/03/20","174","AC6","TFN","LPA","18:30","19:00",
"15/03/20","191","AC6","LPA","TFN","20:00","20:30",
"15/03/20","192","AC6","TFN","LPA","21:00","21:30",
"15/03/20","193","AC6","LPA","TFN","22:00","22:30",
"15/03/20","613","AC6","TFN","SPC","11:30","12:00",
"15/03/20","644","AC6","SPC","TFN","15:30","16:00",
"15/03/20","645","AC6","TFN","SPC","16:30","17:00",
"15/03/20","646","AC6","SPC","TFN","17:30","18:00",
"15/03/20","659","AC6","TFN","VDE","9:00","09:40",
"15/03/20","662","AC6","VDE","TFN","10:10","10:50",
"15/03/20","763","AC6","SPC","TFS","12:30","13:10",
"15/03/20","764","AC6","TFS","SPC","14:20","15:00",
"15/03/20","470","AC6","TFN","ACE","14:20","15:10",
"15/03/20","471","AC6","ACE","TFN","15:40","16:30",
"15/03/20","492","AC6","TFN","ACE","8:00","08:50",
"15/03/20","493","AC6","ACE","TFN","9:20","10:10",
"15/03/20","623","AC6","TFN","SPC","17:00","17:30",
"15/03/20","636","AC6","SPC","TFN","18:00","18:30",
"15/03/20","643","AC6","TFN","SPC","19:30","20:00",
"15/03/20","661","AC6","TFN","VDE","11:00","11:40",
"15/03/20","664","AC6","VDE","TFN","12:10","12:50",
"15/03/20","107","AT6","LPA","TFN","8:00","08:30",
"15/03/20","108","AT6","TFN","LPA","9:00","09:30",
"15/03/20","280","AT6","LPA","FUE","14:00","14:40",
"15/03/20","281","AT6","FUE","LPA","15:10","15:50",
"15/03/20","510","AT6","LPA","ACE","10:45","11:30",
"15/03/20","513","AT6","ACE","LPA","12:00","12:45",
"15/03/20","524","AT6","LPA","ACE","17:00","17:45",
"15/03/20","525","AT6","ACE","LPA","18:15","19:00",
"15/03/20","536","AT6","LPA","ACE","19:30","20:15",
"15/03/20","537","AT6","ACE","LPA","20:45","21:30",
"15/03/20","540","AT6","LPA","ACE","22:00","22:45",
"15/03/20","123","AT6","LPA","TFS","10:00","10:40",
"15/03/20","152","AT6","TFS","LPA","11:10","11:45",
"15/03/20","304","AT6","SPC","LPA","8:35","09:25",
"15/03/20","309","AT6","LPA","SPC","7:20","08:10",
"15/03/20","358","AT6","LPA","GMZ","12:30","13:20",
"15/03/20","359","AT6","GMZ","LPA","13:45","14:35",
"15/03/20","365","AT6","LPA","VDE","15:20","16:15",
"15/03/20","366","AT6","VDE","LPA","16:40","17:30",
"15/03/20","526","AT6","LPA","ACE","18:00","18:45",
"15/03/20","529","AT6","ACE","LPA","19:15","20:00",
"15/03/20","535","AT6","ACE","LPA","21:45","22:30",
"15/03/20","538","AT6","LPA","ACE","20:30","21:15",
"15/03/20","102","AT6","TFN","LPA","8:00","08:30",
"15/03/20","127","AT6","LPA","TFN","11:30","12:00",
"15/03/20","282","AT6","LPA","FUE","9:00","09:40",
"15/03/20","283","AT6","FUE","LPA","10:10","10:50",
"15/03/20","454","AT6","TFN","ACE","12:40","13:30",
"15/03/20","455","AT6","ACE","TFN","14:00","14:50",
"15/03/20","456","AT6","TFN","ACE","15:30","16:20",
"15/03/20","457","AT6","ACE","TFN","16:50","17:40",
